AppNo,PDF,Fyr,State,FormV,Nickname,Status,ServiceCat,OrgName,Address1,Address2,City,ZipCode,ZCExt,Phone,PhoneExt,Email,Number,FCCRegNo,AppType,CFName,CMInitial,CLName,CEmail,CPhone,CPhoneExt,CDateTime,Enrollment,NSLPCount,NSLPPer,URStatus,COneRate,CTwoRate,VoiceRate,FundReqAmt,LastUpdate,Latitude,Longitude,CongDist,CatColor
181033075,http://publicdata.usac.org/SL/Prd/Form471/349549/181033075/Original/USAC_FCC_FORM_471_APPLICATION_181033075_CERTIFIED.pdf,2018,ID,Original,Fy 2018-2019,Certified,Category1,Lizard Butte District Library,"111 3rd Avenue, West",,Marsing,83639,,208-896-4690,,lizardbuttelibrary@yahoo.com,142723,20186912,Library,Janna,,Streibel,lizardbuttelibrary@yahoo.com,208-896-4690,,3/20/2018 17:16,"1,421",976,0.69,Rural,0.8,0.8,0,$575.90 ,3/20/2018 17:17,43.5449446,-116.8066034,Congressional District 1,1
181034410,http://publicdata.usac.org/SL/Prd/Form471/337131/181034410/Original/USAC_FCC_FORM_471_APPLICATION_181034410_CERTIFIED.pdf,2018,OH,Original,18-19 Transportation Internet Access,Certified,Category1,Vinton Co Local School Board,307 W. High Street,,Mcarthur,45651,,740-596-5218,,,130031,7227960,School District,Tracy,,Fee,tracy.fee@vinton.k12.oh.us,740-596-5218,248,3/27/2018 15:41,"2,233","1,643",0.74,Rural,0.8,0.8,0,$575.90 ,5/2/2018 17:19,39.2479291,-82.4809822,Congressional District 15,1
181033496,http://publicdata.usac.org/SL/Prd/Form471/285307/181033496/Original/USAC_FCC_FORM_471_APPLICATION_181033496_CERTIFIED.pdf,2018,MO,Original,JC-HolyRosary-Y21,Certified,Category1,Holy Rosary Elementary School,620 S Main St,,Monroe City,63456,1934,573-735-2422,,,74518,20621744,School,Sr Elizabeth,,Youngs,seyoungshrmc@diojeffcity.org,573-635-9127,,3/20/2018 19:46,149,50,0.34,Rural,0.6,0.6,0,$575.93 ,3/20/2018 19:47,39.6472748,-91.7347,Congressional District 6,1
181004434,http://publicdata.usac.org/SL/Prd/Form471/256938/181004434/Original/USAC_FCC_FORM_471_APPLICATION_181004434_CERTIFIED.pdf,2018,KY,Original,YR1819471PrP,Certified,Category1,Prince Of Peace School,625 Pike St,,Covington,41011,2148,859-431-5153,,srose@popcov.com,44889,20669941,School,Janice,M,Wurtz,jwurtz6@covdio.org,859-392-1582,,1/29/2018 9:30,117,14,0.12,Urban,0.4,0.4,0,$575.95 ,1/29/2018 9:30,39.076741,-84.5213983,Congressional District 4,1
181017477,http://publicdata.usac.org/SL/Prd/Form471/228442/181017477/Original/USAC_FCC_FORM_471_APPLICATION_181017477_CERTIFIED.pdf,2018,NY,Original,15463 FY2018,Certified,Category1,Ss Peter And Paul School,5480 Main St,,Williamsville,14221,6702,716-632-6146,,sspptech@adelphia.net,15463,25407651,School,Denton,,Clark,dclark@mondavi-design.com,585-594-5888,,3/18/2018 17:03,259,24,0.09,Urban,0.4,0.4,0,$575.95 ,3/18/2018 17:04,42.9626243,-78.7492219,Congressional District 26,1
181028983,http://publicdata.usac.org/SL/Prd/Form471/17017502/181028983/Original/USAC_FCC_FORM_471_APPLICATION_181028983_CERTIFIED.pdf,2018,NY,Original,Pruzdor 18,Certified,Category1,Mesivta Shaarei Pruzdor,111 Irving Pl,,Woodmere,11598,,516-374-6777,,rabbiyurman@shaareipruzdor.org,17017502,27227487,School,Richard,I,Bernstein,richarderate@gmail.com,516-642-9286,,3/19/2018 9:07,30,1,0.03,Urban,0.4,0.4,0,$575.95 ,3/19/2018 9:08,40.632025,-73.7098124,Congressional District 4,1
181017097,http://publicdata.usac.org/SL/Prd/Form471/344676/181017097/Original/USAC_FCC_FORM_471_APPLICATION_181017097_CERTIFIED.pdf,2018,KS,Original,McCune 471 FY18,Certified,Category1,Mccune Osage Township,509 6th St,,Mccune,66753,,620-632-4112,,books@ckt.net,137725,11957008,Library,Ben,,Mauk,benmauk@eratesolutions.com,785-840-0100,,3/5/2018 11:54,538,335,0.62,Rural,0.8,0.8,0,$576.00 ,3/5/2018 11:55,37.3530109,-95.0194041,Congressional District 2,1
181017113,http://publicdata.usac.org/SL/Prd/Form471/344688/181017113/Original/USAC_FCC_FORM_471_APPLICATION_181017113_CERTIFIED.pdf,2018,KS,Original,Savonburg 471 FY18,Certified,Category1,Savonburg Public Library,101 S Walnut,,Savonburg,66772,,620-754-3835,,savonburglibrary@gmail.com,137737,12068185,Library,Ben,,Mauk,benmauk@eratesolutions.com,785-840-0100,,3/5/2018 12:06,292,172,0.59,Rural,0.8,0.8,0,$576.00 ,3/5/2018 12:07,37.7477338,-95.1428411,Congressional District 2,1
181017980,http://publicdata.usac.org/SL/Prd/Form471/344654/181017980/Original/USAC_FCC_FORM_471_APPLICATION_181017980_CERTIFIED.pdf,2018,KS,Original,Bronson 471 FY18,Certified,Category1,Bronson Public Library,509 Clay Street,Po Box 162,Bronson,66716,,316-939-4910,,bronson_library@yahoo.com,137702,2295624,Library,Ben,,Mauk,benmauk@eratesolutions.com,785-840-0100,,3/6/2018 13:00,452,291,0.64,Rural,0.8,0.8,0,$576.00 ,3/6/2018 13:01,37.8950147,-95.0718788,Congressional District 2,1
181019150,http://publicdata.usac.org/SL/Prd/Form471/332550/181019150/Original/USAC_FCC_FORM_471_APPLICATION_181019150_CERTIFIED.pdf,2018,PA,Original,Y21EVERETT-IA-BREEZEWOOD,Certified,Category1,Everett Area School District,427 East South Street,,Everett,15537,1225,814-652-9114,,sfoor@everett.k12.pa.us,125341,11725579,School District,Currie,A,Sutton,currieasutton@epicinc.org,216-682-0169,,3/7/2018 17:27,"1,377",839,0.61,Rural,0.8,0.8,0,$576.00 ,3/7/2018 17:27,40.0106983,-78.3645436,Congressional District 9,1
181022085,http://publicdata.usac.org/SL/Prd/Form471/344685/181022085/Original/USAC_FCC_FORM_471_APPLICATION_181022085_CERTIFIED.pdf,2018,KS,Original,Prescott 471 FY18,Certified,Category1,Prescott City Public Library,4515 Quail Road,,Prescott,66767,112,913-471-4593,,prescottkansaslibrary@yahoo.com,137734,12038139,Library,Ben,,Mauk,benmauk@eratesolutions.com,785-840-0100,,3/12/2018 12:39,580,336,0.58,Rural,0.8,0.8,0,$576.00 ,3/12/2018 12:40,38.0882581,-94.7687068,Congressional District 2,1
181024732,http://publicdata.usac.org/SL/Prd/Form471/254748/181024732/Original/USAC_FCC_FORM_471_APPLICATION_181024732_CERTIFIED.pdf,2018,TN,Original,471 LOR 2018,Certified,Category1,Loretto Branch Library,102 S Main St,,Loretto,38469,,931-853-7323,,,42618,11821659,Library,Clint,,Alley,calley@lawcotn.org,931-766-0303,,3/14/2018 16:29,"6,409","3,779",0.59,Rural,0.8,0.8,0,$576.00 ,3/14/2018 16:30,35.078744,-87.4396224,Congressional District 7,1
181033541,http://publicdata.usac.org/SL/Prd/Form471/352580/181033541/Original/USAC_FCC_FORM_471_APPLICATION_181033541_CERTIFIED.pdf,2018,MS,Original,FY2018 DML Polkville,Certified,Category1,Central Mississippi Regional Library System,"Po Box 1749, 100 Tamberlin St",,Brandon,39043,,601-825-0100,110,tcjones@cmrls.lib.ms.us,146867,11657749,Library System,Tammy,,Jones,tcjones@cmrls.lib.ms.us,601-825-0100,110,3/21/2018 10:34,"4,247","2,786",0.66,Rural,0.8,0.8,0,$576.00 ,3/21/2018 10:35,32.2736616,-89.9930394,Congressional District 3,1
181016972,http://publicdata.usac.org/SL/Prd/Form471/401049/181016972/Original/USAC_FCC_FORM_471_APPLICATION_181016972_CERTIFIED.pdf,2018,IN,Original,47118-SCL2,Certified,Category2,School For Community Learning,612 W. 42nd Street,,Indianapolis,46208,,317-926-5812,,,16081219,24393456,School,Elizabeth,,Annarino,eannarino@projectlibertas.org,317-926-5812,,3/6/2018 14:59,74,54,0.73,Urban,0.8,0.8,0,$576.76 ,3/6/2018 15:00,39.8320771,-86.169641,Congressional District 7,1
181017245,http://publicdata.usac.org/SL/Prd/Form471/347651/181017245/Original/USAC_FCC_FORM_471_APPLICATION_181017245_CERTIFIED.pdf,2018,TX,Original,Stella2018,Certified,Category1,Stella Hill Memorial Library,"158  W San Antonio, Po Box 98",,Alto,75925,,936-858-4343,,,140787,23474414,Library,Sharon,G,Ferrell,sgferrell@gmail.com,713-775-5473,,3/5/2018 16:23,671,333,0.5,Rural,0.8,0.8,0,$576.86 ,3/5/2018 16:24,31.6504128,-95.0738078,Congressional District 5,1
181008958,http://publicdata.usac.org/SL/Prd/Form471/351219/181008958/Original/USAC_FCC_FORM_471_APPLICATION_181008958_CERTIFIED.pdf,2018,CA,Original,144435-471-WSD-SIP-18 Winton Elementary SD EXISTING SIP Trunk,Certified,Category1,Winton Elem School District,7000 N Center St,,Winton,95388,,209-357-6175,,,144435,12399366,School District,Dick,,Chai,dchai@mcoe.org,209-381-6699,,2/27/2018 10:00,"1,941","1,838",0.95,Urban,0.9,0.85,0.1,$580.27 ,2/27/2018 10:01,37.3894235,-120.614779,Congressional District 16,1
181011527,http://publicdata.usac.org/SL/Prd/Form471/227837/181011527/Original/USAC_FCC_FORM_471_APPLICATION_181011527_CERTIFIED.pdf,2018,NY,Original,14828 FY2018,Certified,Category1,St James School,20 S Gordon St,,Gouverneur,13642,1400,315-287-0130,,,14828,15648843,School,Denton,,Clark,dclark@mondavi-design.com,585-594-5888,,3/18/2018 14:53,111,38,0.34,Rural,0.6,0.6,0,$581.69 ,3/18/2018 14:54,44.335615,-75.465019,Congressional District 21,1
181014248,http://publicdata.usac.org/SL/Prd/Form471/396275/181014248/Original/USAC_FCC_FORM_471_APPLICATION_181014248_CERTIFIED.pdf,2018,OH,Original,A+ Childrens Academy Community School - Cat 1 - 2018,Certified,Category1,A + Childrens Academy Community School,114 Obetz Rd.,,Columbus,43207,,614-491-8502,,,16071218,22510739,School,Jim,,Earle,jim@federalprogramconsulting.com,386-405-3979,,3/21/2018 22:21,103,103,1,Urban,0.9,0.85,0.1,$582.00 ,3/21/2018 22:21,39.8825193,-82.9972553,Congressional District 3,1
181030797,http://publicdata.usac.org/SL/Prd/Form471/350685/181030797/Original/USAC_FCC_FORM_471_APPLICATION_181030797_CERTIFIED.pdf,2018,CA,Original,PV Y21-C1 Local,Certified,Category1,Pleasant View Elem School Dist,14004 Road 184,,Porterville,93257,9061,559-784-6769,,marko@pleasant-view.k12.ca.us,143890,6880496,School District,Bonnie,,Armendariz,bonnie@pcas4e.com,661-586-1090,,3/19/2018 20:08,486,486,1,Rural,0.9,0.85,0.1,$582.68 ,3/19/2018 20:09,36.0435981,-119.1600336,Congressional District 23,1
181013603,http://publicdata.usac.org/SL/Prd/Form471/284871/181013603/Original/USAC_FCC_FORM_471_APPLICATION_181013603_CERTIFIED.pdf,2018,MO,Original,2018-471-Our Lady of Guadalupe-MO-74070,Certified,Category1,Our Lady Of Guadalupe School,1115 S Florissant Rd,,Saint Louis,63121,1102,314-524-1948,,olg_parish_secretary@yahoo.com,74070,20506523,School,Richard A,,Senturia,rsenturia@erateprogram.com,314-282-3665,,2/27/2018 15:02,179,158,0.88,Urban,0.9,0.85,0.1,$582.98 ,2/27/2018 15:02,38.730069,-90.303122,Congressional District 1,1
181040439,http://publicdata.usac.org/SL/Prd/Form471/344435/181040439/Original/USAC_FCC_FORM_471_APPLICATION_181040439_CERTIFIED.pdf,2018,MO,Original,417201819,Certified,Category1,Humansville School Dist R 4,300 N Oak St,,Humansville,65674,,417-754-2535,,,137479,11647640,School District,David,,Jones,david.jones@humansville.k12.mo.us,417-754-2535,,3/22/2018 17:58,399,399,1,Rural,0.9,0.85,0.1,$583.45 ,3/22/2018 18:01,37.7963648,-93.5742175,Congressional District 7,1
181019373,http://publicdata.usac.org/SL/Prd/Form471/17017276/181019373/Original/USAC_FCC_FORM_471_APPLICATION_181019373_CERTIFIED.pdf,2018,NY,Original,Pe'er  18,Certified,Category1,Congregation Peer Bais Yaakov,133 Route 59,,Monsey,10952,,845-440-1300,,,17017276,27190644,School,Richard,I,Bernstein,richarderate@gmail.com,516-642-9286,,3/8/2018 3:09,19,10,0.53,Urban,0.8,0.8,0,$583.49 ,3/8/2018 3:10,41.1083554,-74.0762129,Congressional District 17,1
181023011,http://publicdata.usac.org/SL/Prd/Form471/275598/181023011/Original/USAC_FCC_FORM_471_APPLICATION_181023011_CERTIFIED.pdf,2018,MN,Original,471 18-19,Certified,Category2,St Alphonsus Parish School,7031 Halifax Ave N,,Brooklyn Center,55429,,763-561-5101,,,64493,22497143,School,Kari,,Staples,staplesk@mystals.org,555-555-5555,,3/13/2018 10:50,140,54,0.39,Urban,0.6,0.6,0,$584.23 ,3/13/2018 10:51,45.082351,-93.3337064,Congressional District 5,1
181031914,http://publicdata.usac.org/SL/Prd/Form471/351820/181031914/Original/USAC_FCC_FORM_471_APPLICATION_181031914_CERTIFIED.pdf,2018,OR,Original,Local and Long,Certified,Category1,Butte Falls School,720 Laurel St,,Butte Falls,97522,,541-865-3563,,,145052,13076799,School District,Catherine,,Cogdill,ccogdill@buttefalls.k12.or.us,541-865-3563,244,3/22/2018 12:07,182,182,1,Rural,0.9,0.85,0.1,$584.40 ,3/22/2018 12:08,42.5412304,-122.5648419,Congressional District 2,1
181038399,http://publicdata.usac.org/SL/Prd/Form471/335772/181038399/Original/USAC_FCC_FORM_471_APPLICATION_181038399_CERTIFIED.pdf,2018,MS,Original,SDSD_PRI_2018,Certified,Category1,South Delta School District,106 Athletic Drive,,Rolling Fork,39159,,662-873-6225,,rscott@southdelta.k12.ms.us,128635,12066734,School District,Randy,,Scott,rscott@southdelta.k12.ms.us,662-873-6225,,3/22/2018 11:19,904,904,1,Rural,0.9,0.85,0.1,$585.36 ,3/22/2018 11:20,32.8998038,-90.8787975,Congressional District 2,1
181002742,http://publicdata.usac.org/SL/Prd/Form471/347091/181002742/Original/USAC_FCC_FORM_471_APPLICATION_181002742_CERTIFIED.pdf,2018,OK,Original,WHIF 2018-C2,Certified,Category2,Whitefield School District 10,107 S. Redding,,Whitefield,74472,,918-967-8572,,,140221,11575883,School District,Teagan,,Vick,tvick@kelloggllc.com,580-332-1444,,2/8/2018 9:02,162,109,0.67,Rural,0.8,0.8,0,$586.40 ,2/8/2018 9:03,35.2511378,-95.2390004,Congressional District 2,1
181030626,http://publicdata.usac.org/SL/Prd/Form471/336010/181030626/Original/USAC_FCC_FORM_471_APPLICATION_181030626_CERTIFIED.pdf,2018,KY,Original,471-WaltonVerona-C2-FY2018,Certified,Category2,Walton-Verona Indep Sch Dist,16 School Road,,Walton,41094,1038,859-485-4181,,,128884,12534202,School District,Katy,,Smith,katy.smith@adtecerate.com,866-855-1845,,3/19/2018 17:57,"1,702",702,0.41,Urban,0.6,0.6,0,$586.55 ,3/19/2018 17:58,38.8617027,-84.6185116,Congressional District 4,1
181039137,http://publicdata.usac.org/SL/Prd/Form471/336010/181039137/Original/USAC_FCC_FORM_471_APPLICATION_181039137_CERTIFIED.pdf,2018,KY,Original,471-WaltonVerona-C2-FY2018-v2,Certified,Category2,Walton-Verona Indep Sch Dist,16 School Road,,Walton,41094,1038,859-485-4181,,,128884,12534202,School District,Katy,,Smith,katy.smith@adtecerate.com,866-855-1845,,3/22/2018 17:51,"1,702",702,0.41,Urban,0.6,0.6,0,$586.55 ,3/22/2018 17:54,38.8617027,-84.6185116,Congressional District 4,1
181003689,http://publicdata.usac.org/SL/Prd/Form471/370238/181003689/Original/USAC_FCC_FORM_471_APPLICATION_181003689_CERTIFIED.pdf,2018,KY,Original,471Cell1819,Certified,Category1,Nativity School,529  E Liberty St,,Louisville,40202,,502-855-3333,,,232459,14098644,School,Carol,,Nord,cnord@nativityacademy.org,502-855-3333,,1/24/2018 18:04,89,89,1,Urban,0.9,0.85,0.1,$586.80 ,1/24/2018 18:04,38.2512187,-85.7433706,Congressional District 3,1
181032335,http://publicdata.usac.org/SL/Prd/Form471/219567/181032335/Original/USAC_FCC_FORM_471_APPLICATION_181032335_CERTIFIED.pdf,2018,CT,Original,ST LUKE'S 6335 2018 CAT2,Certified,Category2,St Luke'S Foundation,377 N Wilton Rd,,New Canaan,6840,2317,203-966-5612,,,6335,14345094,School,Katherine,,Weiss,kweiss@erategroup.com,732-946-8300,,3/20/2018 16:57,501,7,0.01,Urban,0.4,0.4,0,$586.84 ,3/20/2018 16:58,41.1921388,-73.496823,Congressional District 4,1
181013547,http://publicdata.usac.org/SL/Prd/Form471/390977/181013547/Original/USAC_FCC_FORM_471_APPLICATION_181013547_CERTIFIED.pdf,2018,IL,Original,FY2018-471,Certified,Category1,Victoria Public Library District,227 East Main Street,,Victoria,61485,,309-879-2295,,,16060985,20672465,Library,Carol,,Weedman,weedmantrk@mymctc.net,309-879-2295,,2/26/2018 11:52,625,256,0.41,Rural,0.7,0.7,0,$587.58 ,2/26/2018 11:53,41.0337782,-90.0966983,Congressional District 17,1
181011570,http://publicdata.usac.org/SL/Prd/Form471/345822/181011570/Original/USAC_FCC_FORM_471_APPLICATION_181011570_CERTIFIED.pdf,2018,NE,Original,471A18,Certified,Category1,Superior Public Library,449 N Kansas St,,Superior,68978,1852,402-879-4200,,superiorlibrary@hotmail.com,138918,12165536,Library,Vicki,,Perrie,superiorlibrary@hotmail.com,402-879-4200,,2/27/2018 15:49,393,183,0.47,Rural,0.7,0.7,0,$587.58 ,2/27/2018 15:49,40.020672,-98.068825,Congressional District 3,1
181002325,http://publicdata.usac.org/SL/Prd/Form471/332547/181002325/Original/USAC_FCC_FORM_471_APPLICATION_181002325_CERTIFIED.pdf,2018,PA,Original,BCL2018,Certified,Category1,Bedford County Fed Library Sys,240 S Wood St,,Bedford,15522,1453,814-623-5010,,mcginnest@bedfordcountylibrary.com,125338,11663838,Library,Teresa,,Mcginnes,mcginnest@bedfordcountylibrary.com,814-623-5010,,1/19/2018 10:41,"1,836",846,0.46,Rural,0.7,0.7,0,$587.58 ,1/19/2018 10:42,40.0164898,-78.4960937,Congressional District 9,1
181022657,http://publicdata.usac.org/SL/Prd/Form471/344961/181022657/Original/USAC_FCC_FORM_471_APPLICATION_181022657_CERTIFIED.pdf,2018,KS,Original,Bison 471 FY18,Certified,Category1,Bison Community Library,202 Main Street,,Bison,67520,406,785-356-4803,,bisonlib@gbta.net,138018,11929049,Library,Ben,,Mauk,benmauk@eratesolutions.com,785-840-0100,,3/12/2018 18:05,197,75,0.38,Rural,0.7,0.7,0,$587.58 ,3/12/2018 18:06,38.5219599,-99.1978031,Congressional District 1,1
181022039,http://publicdata.usac.org/SL/Prd/Form471/344995/181022039/Original/USAC_FCC_FORM_471_APPLICATION_181022039_CERTIFIED.pdf,2018,KS,Original,Otis 471 FY18,Certified,Category1,Otis Community Library,122 S. Main,,Otis,67565,7,785-387-2287,,otis1lib@gbta.net,138054,11988664,Library,Ben,,Mauk,benmauk@eratesolutions.com,785-840-0100,,3/12/2018 12:16,197,75,0.38,Rural,0.7,0.7,0,$587.58 ,3/12/2018 12:17,38.5334831,-99.0515596,Congressional District 1,1
181031995,http://publicdata.usac.org/SL/Prd/Form471/337582/181031995/Original/USAC_FCC_FORM_471_APPLICATION_181031995_CERTIFIED.pdf,2018,IN,Original,Dillsboro 471 FY2018 for Aurora PL,Certified,Category1,Aurora Public Library,414 2nd St,,Aurora,47001,1326,812-926-0646,,,130513,12263125,Library System,Charity,,Hawkins,charity@adtecerate.com,765-855-1612,,3/20/2018 13:00,"2,445","1,193",0.49,Rural,0.7,0.7,0,$587.58 ,3/20/2018 13:01,39.0571947,-84.9018593,Congressional District 6,1
181018071,http://publicdata.usac.org/SL/Prd/Form471/369439/181018071/Original/USAC_FCC_FORM_471_APPLICATION_181018071_CERTIFIED.pdf,2018,KS,Original,CLIFTON PUBLIC LIBRARY FY2018,Certified,Category1,Clifton Public Library,"P.O. Box J, 104 East Parallel St",,Clifton,66937,,785-455-2222,,clifpblib@hotmail.com,230822,11917093,Library,Toby,,Sykes,tobysykes@eratesolutions.com,785-840-0100,,3/6/2018 14:13,317,111,0.35,Rural,0.7,0.7,0,$587.92 ,3/6/2018 14:14,39.5665504,-97.2800795,Congressional District 1,1
181029290,http://publicdata.usac.org/SL/Prd/Form471/344917/181029290/Original/USAC_FCC_FORM_471_APPLICATION_181029290_CERTIFIED.pdf,2018,KS,Original,CLAY CENTER CARNEGIE LIBRARY FY2018,Certified,Category1,Clay Center Carnegie Library,706 6th St,,Clay Center,67432,2915,785-632-2458,,director@cckslibrary.org,137974,11918984,Library,Toby,,Sykes,tobysykes@eratesolutions.com,785-840-0100,,3/19/2018 11:00,"1,309",538,0.41,Rural,0.7,0.7,0,$587.92 ,3/19/2018 11:01,39.3762924,-97.1243925,Congressional District 1,1
181025668,http://publicdata.usac.org/SL/Prd/Form471/334290/181025668/Original/USAC_FCC_FORM_471_APPLICATION_181025668_CERTIFIED.pdf,2018,NC,Original,BKMVerizonCell2018,Certified,Category1,Nantahala Regional Library,11 Blumenthal Street,,Murphy,28906,3029,828-837-2025,,dchildres@nantahalalibrary.org,127113,11822715,Library System,Daphne,C,Simmons,dchildres@nantahalalibrary.org,828-837-2025,,3/15/2018 14:43,"3,386","2,525",0.75,Rural,0.9,0.85,0.1,$587.99 ,3/15/2018 14:44,35.086761,-84.031682,Congressional District 11,1
181018057,http://publicdata.usac.org/SL/Prd/Form471/362426/181018057/Original/USAC_FCC_FORM_471_APPLICATION_181018057_CERTIFIED.pdf,2018,KS,Original,BURNLEY MEMORIAL LIBRARY FY2018,Certified,Category1,Burnley Memorial Library,401 Oak Street,Po Box 509,Cottonwood Falls,66845,,620-273-8588,,burnleylibrary@gmail.com,212188,11945110,Library,Toby,,Sykes,tobysykes@eratesolutions.com,785-840-0100,,3/6/2018 14:03,354,125,0.35,Rural,0.7,0.7,0,$588.00 ,3/6/2018 14:04,38.3658024,-96.5424597,Congressional District 1,1
181038361,http://publicdata.usac.org/SL/Prd/Form471/338109/181038361/Original/USAC_FCC_FORM_471_APPLICATION_181038361_CERTIFIED.pdf,2018,MI,Original,patl201819,Certified,Category1,Port Austin Township Library,114 Railroad Street,,Port Austin,48467,,989-738-7212,,joyce48467@yahoo.com,131061,21613047,Library,Joyce,,Stanek,joyce48467@yahoo.com,989-550-2949,,3/22/2018 11:45,420,154,0.37,Rural,0.7,0.7,0,$588.00 ,3/22/2018 11:46,44.0456631,-82.9912487,Congressional District 10,1
181037937,http://publicdata.usac.org/SL/Prd/Form471/244455/181037937/Original/USAC_FCC_FORM_471_APPLICATION_181037937_CERTIFIED.pdf,2018,GA,Original,AASD FY18 471 - C1,Certified,Category1,Atlanta Area Sch For The Deaf,890 N Indian Creek Dr,,Clarkston,30021,2228,404-651-7275,,,32029,12067302,School,Daniel,,Caldwell,dcaldwell@doe.k12.ga.us,404-558-3865,,3/22/2018 18:02,188,150,0.8,Urban,0.9,0.85,0.1,$589.20 ,3/22/2018 18:05,33.8025704,-84.2399953,Congressional District 4,1
181026385,http://publicdata.usac.org/SL/Prd/Form471/350914/181026385/Original/USAC_FCC_FORM_471_APPLICATION_181026385_CERTIFIED.pdf,2018,CA,Original,Millbrae ESD Yr21 T1 Service,Certified,Category1,Millbrae Elementary School District,555 Richmond Drive,,Millbrae,94030,1600,650-697-5693,12,asmith@millbraesd.org,144127,12726766,School District,Jennifer,,Hansen,jhansen@infinitycomm.com,661-716-1840,,3/19/2018 14:38,"2,394",632,0.26,Urban,0.5,0.5,0,$589.68 ,3/19/2018 14:39,37.5985721,-122.4041855,Congressional District 14,1
181017998,http://publicdata.usac.org/SL/Prd/Form471/352651/181017998/Original/USAC_FCC_FORM_471_APPLICATION_181017998_CERTIFIED.pdf,2018,KS,Original,Bern 471 FY18,Certified,Category1,Bern Community Library,405 Main Street,,Bern,66408,,785-336-3000,,kplatt@bernlibrary.org,147537,11841160,Library,Ben,,Mauk,benmauk@eratesolutions.com,785-840-0100,,3/6/2018 13:15,"1,093",403,0.37,Rural,0.7,0.7,0,$591.36 ,3/6/2018 13:16,39.962819,-95.9716248,Congressional District 2,1
181029845,http://publicdata.usac.org/SL/Prd/Form471/344699/181029845/Original/USAC_FCC_FORM_471_APPLICATION_181029845_CERTIFIED.pdf,2018,KS,Original,LYON COUNTY LIBRARY DISTRICT 1 FY2018,Certified,Category1,Lyon County Library District 1,"Po Box 447, 421 Main St.",,Allen,66833,,316-528-3451,,lyoncolibrary@gmail.com,137748,12006068,Library,Toby,,Sykes,tobysykes@eratesolutions.com,785-840-0100,,3/19/2018 13:42,430,228,0.53,Rural,0.8,0.8,0,$592.32 ,3/19/2018 13:43,38.6556118,-96.1701246,Congressional District 1,1
181027141,http://publicdata.usac.org/SL/Prd/Form471/344584/181027141/Original/USAC_FCC_FORM_471_APPLICATION_181027141_CERTIFIED.pdf,2018,KS,Original,Burlingame 471 FY18,Certified,Category1,Burlingame Community Library,122 W. Santa Fe Ave,,Burlingame,66413,1203,785-654-3400,,director@burlingame.lib.ks.us,137629,11801875,Library,Ben,,Mauk,benmauk@eratesolutions.com,785-840-0100,,3/16/2018 14:28,296,97,0.33,Rural,0.6,0.6,0,$593.92 ,3/16/2018 14:29,38.754075,-95.835909,Congressional District 2,1
181006107,http://publicdata.usac.org/SL/Prd/Form471/336916/181006107/Original/USAC_FCC_FORM_471_APPLICATION_181006107_CERTIFIED.pdf,2018,OH,Original,471-2018 Lebanon Public Library,Certified,Category1,Lebanon Public Library,101 S Broadway St,,Lebanon,45036,,513-932-2665,,,129812,12437240,Library System,Rita,,Whitaker,ohioerateservices@gmail.com,614-736-9687,,2/2/2018 12:25,"5,483","1,198",0.22,Urban,0.5,0.5,0,$594.00 ,2/2/2018 12:26,39.4331724,-84.208959,Congressional District 1,1
181014519,http://publicdata.usac.org/SL/Prd/Form471/310441/181014519/Original/USAC_FCC_FORM_471_APPLICATION_181014519_CERTIFIED.pdf,2018,CA,Original,SPA1847101,Certified,Category1,St Paul Parish School,1908 South Bronson Avenue,,Los Angeles,90018,1039,323-734-4022,,stpaulprincipal1922@gmail.com,100480,13840368,School,Linda,,Guzman,lindaguzman@la-archdiocese.org,323-734-4022,,3/19/2018 12:46,208,160,0.77,Urban,0.9,0.85,0.1,$594.00 ,3/19/2018 12:47,34.0393015,-118.3289898,Congressional District 37,1
181041519,http://publicdata.usac.org/SL/Prd/Form471/17017638/181041519/Original/USAC_FCC_FORM_471_APPLICATION_181041519_CERTIFIED.pdf,2018,WI,Original,2018 dIVINE sAVIOR c-1 471,Certified,Category1,Divine Savior Catholic School,305 Fredonia Ave,,Fredonia,53021,,262-692-2141,,,17017638,27259522,School,John,W,Hughes Iv,info@newhopetech.net,919-968-4332,,3/22/2018 22:24,93,6,0.06,Rural,0.5,0.5,0,$594.00 ,3/22/2018 22:25,43.4698286,-87.949094,Congressional District 6,1
181019700,http://publicdata.usac.org/SL/Prd/Form471/352956/181019700/Original/USAC_FCC_FORM_471_APPLICATION_181019700_CERTIFIED.pdf,2018,OK,Original,"Ringling Form 471 w Craig, Cat 2",Certified,Category2,Gleason Memorial Library-Ringling,101 E Main St,,Ringling,73456,1117,580-662-2925,,gleasonmemorial@att.net,151326,11789120,Library,Renee,,Yocum,gleasonmemorial@att.net,580-662-2925,,3/8/2018 12:22,397,323,0.81,Rural,0.9,0.85,0.1,$594.15 ,3/8/2018 12:22,34.1783755,-97.5923532,Congressional District 4,1
